2024-02-23 19:50:16,420 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-02-23 19:50:16,436 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-02-23 19:50:16,437 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-02-23 19:50:16,437 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-02-23 19:50:16,455 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-02-23 19:50:16,456 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-02-23 19:50:16,456 INFO  SwAddin.cs: 201 - Setting up command manager
2024-02-23 19:50:16,457 INFO  SwAddin.cs: 204 - Adding command manager
2024-02-23 19:50:16,458 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-02-23 19:50:16,460 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-02-23 19:50:16,460 INFO  SwAddin.cs: 210 - Adding event handlers
2024-02-23 19:50:16,469 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-02-23 19:50:45,923 INFO  SwAddin.cs: 294 - Assembly export called for file Diana7_End_Effector.SLDASM
2024-02-23 19:50:47,582 INFO  SwAddin.cs: 313 - Saving assembly
2024-02-23 19:50:52,764 INFO  SwAddin.cs: 316 - Opening property manager
2024-02-23 19:50:52,770 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Diana7_End_Effector.SLDASM
2024-02-23 19:50:52,773 INFO  ExportHelperExtension.cs: 1136 - Found 102 in Diana7_End_Effector.SLDASM
2024-02-23 19:50:52,773 INFO  ExportHelperExtension.cs: 1145 - Found 10 features of type [CoordSys] in Diana7_End_Effector.SLDASM
2024-02-23 19:50:52,773 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-02-23 19:50:52,774 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2024-02-23 19:50:52,775 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from logo01-2
2024-02-23 19:50:52,775 INFO  ExportHelperExtension.cs: 1136 - Found 28 in logo01-2
2024-02-23 19:50:52,776 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in logo01-2
2024-02-23 19:50:52,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 复件 link1^Diana7_End_Effector-1
2024-02-23 19:50:52,776 INFO  ExportHelperExtension.cs: 1136 - Found 34 in 复件 link1^Diana7_End_Effector-1
2024-02-23 19:50:52,776 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 复件 link1^Diana7_End_Effector-1
2024-02-23 19:50:52,777 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 复件 flange7^Diana7_End_Effector-1
2024-02-23 19:50:52,777 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 复件 flange7^Diana7_End_Effector-1
2024-02-23 19:50:52,777 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 复件 flange7^Diana7_End_Effector-1
2024-02-23 19:50:52,777 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 复件 link2^Diana7_End_Effector-1
2024-02-23 19:50:52,778 INFO  ExportHelperExtension.cs: 1136 - Found 31 in 复件 link2^Diana7_End_Effector-1
2024-02-23 19:50:52,778 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 复件 link2^Diana7_End_Effector-1
2024-02-23 19:50:52,778 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 复件 link4^Diana7_End_Effector-1
2024-02-23 19:50:52,779 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 复件 link4^Diana7_End_Effector-1
2024-02-23 19:50:52,779 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 复件 link4^Diana7_End_Effector-1
2024-02-23 19:50:52,779 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 复件 link6^Diana7_End_Effector-1
2024-02-23 19:50:52,779 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 复件 link6^Diana7_End_Effector-1
2024-02-23 19:50:52,780 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 复件 link6^Diana7_End_Effector-1
2024-02-23 19:50:52,780 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 复件 base^Diana7_End_Effector-1
2024-02-23 19:50:52,780 INFO  ExportHelperExtension.cs: 1136 - Found 34 in 复件 base^Diana7_End_Effector-1
2024-02-23 19:50:52,781 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 复件 base^Diana7_End_Effector-1
2024-02-23 19:50:52,781 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 复件 link3^Diana7_End_Effector-1
2024-02-23 19:50:52,781 INFO  ExportHelperExtension.cs: 1136 - Found 34 in 复件 link3^Diana7_End_Effector-1
2024-02-23 19:50:52,781 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 复件 link3^Diana7_End_Effector-1
2024-02-23 19:50:52,782 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from End-Effector-1
2024-02-23 19:50:52,782 INFO  ExportHelperExtension.cs: 1136 - Found 29 in End-Effector-1
2024-02-23 19:50:52,782 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in End-Effector-1
2024-02-23 19:50:52,783 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 复件 link5^Diana7_End_Effector-1
2024-02-23 19:50:52,783 INFO  ExportHelperExtension.cs: 1136 - Found 34 in 复件 link5^Diana7_End_Effector-1
2024-02-23 19:50:52,783 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 复件 link5^Diana7_End_Effector-1
2024-02-23 19:50:52,784 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from logo01-1
2024-02-23 19:50:52,784 INFO  ExportHelperExtension.cs: 1136 - Found 28 in logo01-1
2024-02-23 19:50:52,784 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in logo01-1
2024-02-23 19:50:52,784 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from logo01-5
2024-02-23 19:50:52,784 INFO  ExportHelperExtension.cs: 1136 - Found 28 in logo01-5
2024-02-23 19:50:52,785 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in logo01-5
2024-02-23 19:50:52,785 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from logo01-3
2024-02-23 19:50:52,785 INFO  ExportHelperExtension.cs: 1136 - Found 28 in logo01-3
2024-02-23 19:50:52,785 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in logo01-3
2024-02-23 19:50:52,786 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from logo01-4
2024-02-23 19:50:52,786 INFO  ExportHelperExtension.cs: 1136 - Found 28 in logo01-4
2024-02-23 19:50:52,786 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in logo01-4
2024-02-23 19:50:52,787 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Diana7_End_Effector.SLDASM
2024-02-23 19:50:52,787 INFO  ExportHelperExtension.cs: 1136 - Found 102 in Diana7_End_Effector.SLDASM
2024-02-23 19:50:52,787 INFO  ExportHelperExtension.cs: 1145 - Found 8 features of type [RefAxis] in Diana7_End_Effector.SLDASM
2024-02-23 19:50:52,787 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
